alim_code;alim_nom_fr;carbo;alim_image_url
24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;80,1;
32011;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);80,1;
24430;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;79,9;
32013;Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux);79,6;
31023;Marron glacé;79,5;
31100;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;79,5;
18102;Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;79,4;
32135;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;79,4;
18167;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;79,3;
24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;79,3;
32032;Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen);79,2;
9874;Pâtes sèches, sans gluten, crues;79;
32030;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";79;
31050;Guimauve ou marshmallow;78,7;
32029;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";78,7;
9101;Riz blanc étuvé, cru;78,6;
32021;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";78,6;
13089;Banane, pulpe, sèche;78,4;
9121;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;78,1;
9545;Farine de maïs;78,1;
31089;Sirop d'agave;78,1;
31054;Chewing-gum, sans sucre;78,1;https://images.unsplash.com/photo-1598247318797-e43459817f43?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1308&q=80
9100;Riz blanc, cru;78;
24441;Biscuit sec type langue de chat ou cigarette russe;77,9;
32023;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";77,9;
9119;Riz thaï ou basmati, cru;77,8;
23027;Macaron sec;77,7;
32009;Pétales de blé chocolatés, enrichis en vitamines et minéraux;77,7;
24300;Gaufrette ou éventail sans fourrage;76,8;
32134;Céréales complètes soufflées, enrichies en vitamines et minéraux;76,8;
7300;Biscotte classique;76,6;
31014;Pâte de fruits;76,6;
13178;Canneberge ou cranberry, séchée, sucrée;76,4;
4022;Pomme de terre, flocons déshydratés, nature;76,1;
18069;Café, décaféiné, poudre soluble;76;
23220;Pain d'épices fourré ou nonette;76;
9440;Farine de blé tendre ou froment T45 (pour pâtisserie);75,9;
24039;Barre biscuitée fourrée aux fruits, allégée en matière grasse;75,7;
18101;Poudre cacaotée ou au chocolat pour boisson, sucrée;75,6;
32025;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";75,5;
24008;Biscuit sec fourré aux fruits, allégé en matière grasse;75,3;
32003;Céréales pour petit déjeuner (aliment moyen);75,3;
32115;Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux;75,2;
20180;Oignon, séché;75;
7351;Crackers de table au froment;75;
32031;Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen);75;
24616;Biscuit sec type tuile, aux fruits;74,9;
31067;Mélasse de canne;74,7;
7413;Tartine craquante, extrudée et grillée, fourrée aux fruits;74,7;
24010;Biscuit sec, avec matière grasse végétale;74,7;
32028;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";74,6;
24015;Biscuit sec petit beurre;74,5;
7400;Pain grillé, tranches, au froment;74,4;
38107;Biscuit apéritif, mini bretzel ou sticks;74,4;
24678;Biscuit sec (génoise) nappage aux fruits, type barquette;74,4;
9614;Polenta ou semoule de maïs, précuite, sèche;74;
7310;Biscotte sans adjonction de sel;74;
9437;Farine de blé tendre ou froment avec levure incorporée;74;
9520;Farine de riz;73,9;
31036;Dragée amande;73,9;
24030;Biscuit sec au lait;73,9;
32022;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";73,9;
7410;Tartine craquante, extrudée et grillée;73,7;
9436;Farine de blé tendre ou froment T55 (pour pains);73,7;
31113;Barre céréalière aux fruits;73,5;
24240;"Goûter sec fourré (""sandwiché"") parfum fruits";73,3;
24689;Biscuit pour bébé;73,3;
13046;Raisin, sec;73,2;
9445;Farine de blé tendre ou froment T80;73,2;
38403;Biscuit apéritif, crackers, nature, allégé en matière grasse;73,1;
31106;Barre céréalière chocolatée;73;
31102;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";72,9;
31101;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";72,8;
9681;Graine de couscous (semoule de blé dur précuite), crue;72,7;
24002;Biscuit sec à teneur garantie en vitamines;72,6;
31094;Bonbon dur au caramel;72,5;
31027;Fruit confit;72,3;
24370;Crêpe dentelle;72,1;
9610;Semoule de blé dur, crue;71,6;
23200;Pain d'épices;71,5;
9102;Riz complet, cru;71,4;
24679;Biscuit sec nappé aux fruits, tartelette;71,3;
24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";71,2;
32136;Muesli croustillant, au quinoa;71,2;
24017;Biscuit sec petit beurre au chocolat;71,1;
9863;Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature;71;
9533;Farine de seigle T130;70,9;
7403;Pain grillé brioché, tranché, préemballé;70,8;
7421;Pain grillé suédois aux fruits;70,8;
9532;Farine de seigle T85;70,7;
9109;Riz rouge, cru;70,6;
31072;Chocolat noir fourrage confiseur à la menthe;70,5;
9570;Farine de châtaigne;70,4;
32001;Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux;70,4;
31115;Barre céréalière chocolatée aux fruits;70,4;
15201;Pâte d'amande, préemballée;70,3;
18160;Café au lait ou cappuccino, poudre soluble;70,1;
7431;Croûton à tartiner;70;
7500;Chapelure;70;
24001;Biscuit sec nature;70;
23854;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;70;
24040;Biscuit sec pour petit déjeuner, au chocolat;69,7;
13051;Mélange apéritif de fruits exotiques, sec;69,5;
24686;Génoise sèche fourrée aux fruits et nappée de chocolat;69,5;
4016;Pomme de terre, flocons déshydratés, au lait ou à la crème;69,4;
11506;Édulcorant à l'aspartame, en pastilles;69,3;
9108;Riz sauvage, cru;69,2;
24037;Biscuit sec fourré à la pâte ou purée de fruits;69,2;
32016;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux;69,2;
7301;Biscotte briochée;69;
24007;Biscuit sec croquant au chocolat, allégé en matière grasse;69;
24009;Spéculoos;69;
13118;Pêche, sèche;68,9;
7425;Pain grillé, tranches, multicéréale;68,8;
13406;Chips d'abricot pays, pulpe, prélevé à la Martinique;68,7;
9321;Orge perlée, crue;68,6;
9410;Farine de blé tendre ou froment T110;68,6;
7407;Pain grillé suédois au froment;68,5;
32128;Muesli floconneux ou de type traditionnel;68,5;
9540;Farine de sarrasin;68,4;
32111;Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux;68,4;
9821;Pâtes sèches, aux oeufs, crues;68;
24615;Biscuit sec ou tuile, aux amandes;68;
24231;"Goûter sec fourré (""sandwiché"") parfum chocolat";67,9;
24371;Crêpe dentelle au chocolat, préemballée;67,9;
32123;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;67,9;
9080;Blé dur précuit, entier, cru;67,7;
24041;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;67,7;
9870;Pâtes sèches, au blé complet, crues;67,6;
9435;Farine de blé tendre ou froment T65;67,6;
24054;Biscuit sec, sablé, galette ou palet, aux fruits;67,6;
32139;Muesli enrichi en vitamines et minéraux (aliment moyen);67,3;
9083;Blé dur précuit, grains entiers, cuisiné, à poêler;67,2;
9200;Maïs entier, cru;67,2;
32017;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes;67,2;
18163;Café au lait ou cappuccino au chocolat, poudre soluble;67,1;
31034;Sirop d'érable;67,1;
7340;Biscotte complète ou riche en fibres;67;
23849;Gaufre fine fourrée au miel, préemballée;67;
18150;Chicorée et café, poudre soluble;66,9;
9690;Boulgour de blé, cru;66,8;
7330;Biscotte multicéréale;66,7;
23830;Crêpe fourrée fraise, préemballée;66,7;
32004;Muesli (aliment moyen);66,6;
24070;Sablé à la noix de coco;66,5;
7420;Pain grillé suédois au blé complet;66,4;
31001;Barre chocolatée non biscuitée enrobée;66,4;
23853;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;66,4;
24035;Biscuit sec pour petit déjeuner, allégé en sucres;66,3;
11171;Fond de volaille pour sauces et cuisson, déshydraté;66,3;
31093;Guimauve ou marshmallow, enrobé de chocolat;66,2;
24072;Sablé aux fruits (pomme, fruits rouges, etc.);66;
9810;Pâtes sèches standard, crues;65,8;
24034;Biscuit sec pour petit déjeuner;65,8;
9360;Sorgho entier, cru;65,4;
32110;Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux;65,4;
7525;Gressin;65,3;
31104;Barre céréalière diététique hypocalorique;65,3;
31041;Confiserie au chocolat dragéifiée;65;
24000;Biscuit sec, sans précision;65;
9415;Farine de blé tendre ou froment T150;64,9;
24049;Biscuit sec au beurre, sablé, galette ou palet;64,8;
13011;Datte, pulpe et peau, sèche;64,7;
32018;Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux;64,7;
9380;Sarrasin entier, cru;64,6;
9550;Farine d'orge;64,5;
23442;Pâte sablée, cuite;64,4;
9330;Mil entier, cru;64,3;
7412;Tartine craquante, extrudée et grillée, fourrée au chocolat;64,3;
23941;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé;64,2;
7004;Pain grillé, domestique;64;
9480;Farine d'épeautre (grand épeautre);64;
32008;Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux;64;
20211;Champignon, lentin comestible ou shiitaké, séché;63,9;
23930;Gâteau sablé aux fruits, préemballé;63,9;
38104;Chips de crevette;63,7;
24053;Biscuit sec chocolaté, type galette;63,7;
24016;Biscuit sec avec tablette de chocolat;63,3;
23803;Gâteau basque, cerises;63,3;
9555;Farine de millet;63,2;
32109;Muesli croustillant au chocolat (non enrichi en vitamines et minéraux);63,2;
7409;Pain grillé suédois aux graines de lin;63;
23448;Pâte sablée pur beurre, cuite;63;
24360;Cigarette;63;
11023;Ail séché, poudre;62,8;
32112;Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux;62,7;
18017;Sirop à diluer, sucré;62,6;
31033;Nougat ou touron;62,5;
9060;Blé dur entier, cru;62,4;
4038;Chips de pommes de terre et assimilés nature ou aromatisées, allégées en matière grasse;62,1;
38400;Biscuit apéritif soufflé, à base de maïs, sans cacahuète;62,1;
31047;Gélifiant pour confitures;62;
24003;Biscuit sec à teneur garantie en vitamines et minéraux;61,9;
24038;Biscuit sec avec nappage chocolat;61,9;
24036;Biscuit sec chocolaté, préemballé;61,7;
32138;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);61,7;
31086;Gelée de fruits divers (extra ou classique);61,6;
32113;Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés;61,6;
23937;Gâteau moelleux aux fruits, prémballé;61,6;
11039;Safran;61,5;
24004;Biscuit sec aux fruits, hyposodé;61,4;
24011;Biscuit sec, petits fours en assortiment;61,4;
24080;Sablé au cacao ou chocolat, au praliné ou autre;61,2;
23416;Pâte brisée, pur beurre, cuite;61,1;
9390;Seigle entier, cru;61;
31062;Confiture de framboise (extra ou classique);61;
24050;Biscuit sec au beurre, sablé, galette ou palet, au chocolat;61;
23446;Pâte sablée pur beurre, surgelée, crue;60,9;
31038;Confiture de cerise (extra ou classique);60,9;
24051;Biscuit sec chocolaté, type barquette;60,9;
32141;Muesli non enrichi en vitamines et minéraux (aliment moyen);60,7;
23939;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé;60,7;
31009;Chocolat au lait aux céréales croustillantes, tablette;60,6;
31114;Barre céréalière aux amandes ou noisettes;60,6;
38106;Biscuit apéritif soufflé, à base de pomme de terre;60,5;
31000;Barre chocolatée biscuitée;60,5;
31098;Barre chocolat au lait avec nougat;60,5;
31024;Confiture de fraise (extra ou classique);60,5;
24659;Biscuit sec feuilleté, type palmier ou autres;60,5;
38399;Biscuit apéritif (aliment moyen);60,3;
31092;Calissons d'Aix en Provence;60,3;
31002;Barre à la noix de coco, enrobée de chocolat;60,2;
31006;Confiture ou Marmelade, tout type de fruits (aliment moyen);60,2;
24052;Biscuit sec chocolaté, type tartelette;60,2;
23301;Corne de gazelle (pâtisserie orientale aux amandes et sirop);60,2;
24313;Gaufrette, fourrée vanille, préemballée;60,1;
24665;Gâteau aux amandes, préemballé;60,1;
9231;Pop-corn ou Maïs éclaté, à l'air, non salé;60;
15016;Crème de marrons vanillée, appertisée;59,8;
24055;Biscuit sec fourré fruits à coque (non ou légèrement chocolaté);59,8;
31037;Confiture d'abricot (extra ou classique);59,7;
32108;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux);59,7;
31095;Gelée de groseille (extra ou classique);59,6;
24312;Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée;59,6;
9001;Épeautre, cru;59,5;
9003;Blé de Khorasan, cru;59,5;
38105;Chips de maïs ou tortilla chips;59,5;
11169;Fond de veau pour sauces et cuisson, déshydraté;59,5;
24071;Sablé pâtissier, artisanal;59,4;
23022;Canelé;59,4;
31039;Marmelade d'orange;59,3;
31053;Confiture de prune (extra ou classique);59,3;
32002;Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux;59,3;
13001;Abricot, dénoyauté, sec;59,1;
7432;Croûtons nature, préemballés;59,1;
38405;Biscuit apéritif à base de pomme de terre, type tuile salée;59,1;
9612;Mélange de céréales et légumineuses, cru;59;
38402;Biscuit apéritif, crackers, nature;59;
51550;Khatfa feuille de brick, préemballée;59;
24684;Cookie aux pépites de chocolat;59;
38500;Croûton à l'ail aux fines herbes ou aux oignons, préemballé;58,9;
31068;Confiture de myrtilles (extra ou classique);58,9;
23815;Crêpe fourrée au sucre, préemballée;58,7;
23829;Crêpe fourrée chocolat, préemballée;58,7;
9345;Amarante, crue;58,6;
7001;Pain, baguette, courante;58,3;
38108;Biscuit apéritif soufflé, à base de pomme de terre et de soja;58,3;
23412;Pâte brisée, matière grasse végétale, cuite;58,3;
11006;Gingembre, poudre;58,3;
9340;Quinoa, cru;58,1;
23800;Crêpe, nature, préemballée, rayon température ambiante;58,1;
31040;Confiture de lait;58;
32140;Flocon d'avoine précuit;58;
9311;Flocon d'avoine;57,9;
31032;Pâte à tartiner chocolat et noisette;57,9;
31071;Barre chocolatée aux fruits secs;57,6;
23594;Gâteau moelleux nature type génoise;57,6;
13080;Tamarin, fruit mûr, pulpe, cru;57,4;
23802;Gâteau basque, crème pâtissière;57,4;
13111;Pomme, sèche;57,2;
18152;Chicorée, poudre soluble;57,2;
24311;Gaufrette fourrée chocolat, préemballée;57,2;
31010;Chocolat blanc, tablette;57,1;
23426;Pâte feuilletée pur beurre, cuite;57;https://www.panierdesaison.com/wp-content/uploads/2017/12/P%C3%A2te-feuillet%C3%A9e-cuite.jpg
7007;Pain, baguette, de tradition française;56,6;https://www.lemondedesboulangers.fr/sites/default/files/styles/660x350/public/sans_titre-1_16.jpg?itok=FvbzYi2r
7160;Pain, baguette, sans sel;56,5;https://images.unsplash.com/photo-1533782654613-826a072dd6f3?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=701&q=80
30999;Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen);56,5;
23050;Biscuit de Savoie;56,3;
3002;Lait 2e âge, poudre soluble (préparation de suite);56,3;
9320;Orge entière, crue;56,2;
20092;Carotte, déshydratée;56;
24060;Biscuit pâtissier meringué;56;
7170;Pain panini;55,9;https://cuisinezavecdjouza.fr/wp-content/uploads/2014/11/pain-panini-photo-3.jpg
31042;Cacahuètes enrobées de chocolat dragéifiées;55,9;
7720;Pain aux raisins (viennoiserie);55,9;https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/503BF872-83BE-4CCA-9476-855E3BE4911B/Derivates/4A571C47-C6BF-452F-A8E5-25C169DF5B5C.jpg
23852;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;55,9;
51510;Frik (blé dur immature concassé), cru;55,8;
9310;Avoine, crue;55,7;
19027;Lait concentré sucré, entier;55,6;
31004;Chocolat au lait, tablette;55,6;
7225;Pain brioché ou viennois;55,5;
13042;Pruneau, sec;55,4;
96778;Pâte à pizza cuite;55,3;
23909;Cake aux fruits, préemballé;55,2;
31091;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;55,1;
15013;Crème de marrons;55;
3000;Lait 1er âge, poudre soluble (préparation pour nourrissons);55;
38404;Biscuit apéritif soufflé, à base de maïs, à la cacahuète;54,8;
7813;Tortilla souple (à garnir), à base de maïs;54,7;
23082;Barre pâtissière, préemballé;54,7;
7263;Bretzel, pain frais;54,6;
23585;Gâteau au chocolat;54,6;
7000;Pain (aliment moyen);54,4;
13013;Figue, sèche;54,3;
23821;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison;54,3;
31020;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;54,2;
23422;Pâte feuilletée, cuite;54,1;
7010;Pain, baguette ou boule, bis (à la farine T80 ou T110) ;54;
19054;Lait en poudre, écrémé;54;
23103;Gâteau au citron, tout type;54;
23820;Crêpe fourrée à la confiture, maison;54;
9815;Pâtes fraîches, aux oeufs, crues;53,8;
38407;Biscuit apéritif feuilleté;53,7;
23033;Rocher coco ou Congolais (petit gâteau à la noix de coco);53,7;
23444;Pâte sablée pur beurre, crue;53,6;
23000;Gâteau (aliment moyen);53,5;
24632;Madeleine ordinaire, préemballée;53,5;
7744;Couronne de Noël (Brioche) aux fruits confits, préemballée;53,3;
23940;Génoise fourrée et nappée au chocolat, prémballé;53,3;
7737;Brioche fourrée au chocolat;53,2;
7002;Pain, baguette ou boule, au levain;53,1;
24660;Palmier, artisanal;53,1;
7180;Pain pita;53;
31084;Chocolat au lait fourré au praliné, tablette;52,9;
7740;Brioche, préemballée;52,7;
9230;Pop-corn ou Maïs éclaté, à l'huile, salé;52,6;
24630;Madeleine, pur beurre, préemballée;52,6;
23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;52,5;
31109;Pollen, partiellement séché;52,5;
7210;Pain de mie brioché, préemballé;52,4;https://images.unsplash.com/photo-1601750683192-72f3ab28ece9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1934&q=80
31080;Chocolat noir fourré praliné, tablette;52,4;
7200;Pain de mie, courant;52,3;
7711;Pain au lait, préemballé;52,2;
7260;Pain blanc maison (avec farine pour machine à pain);52,1;
7815;Tortilla souple (à garnir), à base de blé;52,1;
